text,label,type
"""I'm gonna tease you until you're I'm begging for it.""",Bullying ,Sexual
"""Your clothes look good on you, but they would make an even better decoration for my bedroom floor.""",Bullying ,Sexual
"""As soon as we get home I'm gonna do unmentionable things to you.""",Bullying ,Sexual
"""We should have sex, like, a lot.""",Bullying ,Sexual
"""I just can't control myself when I think about making love to you.""",Bullying ,Sexual
"""I want to make you feel pleasure greater than anything you ever have before.""",Bullying ,Sexual
"""I want to use my tongue to make you moan for hours.""",Bullying ,Sexual
"""I want to make you squeal from pleasure tonight.""",Bullying ,Sexual
"""Work is stressing me out. Send me a sexy picture, I need a little pick-me-up.",Bullying ,Sexual
"You're a true visionary.""",Bullying ,Sexual
"""You've got talent to spare!""",Not-Bullying,
"""This is why I follow you.""",Not-Bullying,
"""You have the golden touch!""",Not-Bullying,
"""You're making the world more beautiful with every post.""",Not-Bullying,
"""Your photos are a work of wonder.""",Not-Bullying,
"""I'm so glad I discovered your feed.""",Not-Bullying,
"""Your creativity is unmatched.""",Not-Bullying,
"""You're a master of your craft.""",Not-Bullying,
"""This is pure eye candy!""",Not-Bullying,
"""I'm officially obsessed with your feed.""",Not-Bullying,
"""You're setting the bar high!""",Not-Bullying,
"""I can't get enough of your work!""",Not-Bullying,
"""This is Instagram goals!""",Not-Bullying,
"""Your photos tell a story.""",Not-Bullying,
"""You make the ordinary look extraordinary.""",Not-Bullying,
"want you to ride me right now.""",Not-Bullying,
"""I want to bury my face between your legs.""",Bullying ,Sexual
"""You taste so good.""",Bullying ,Sexual
"""We should make love. Like right here, right now. Hard, fast. I'll lay you down, kiss you hard, look you in the eyes and make love to you as you've never been made love to before.""",Bullying ,Sexual
"""I love the way you moan when we make love.""",Bullying ,Sexual
"""You're sexy, but you're gonna have to work for this.""",Bullying ,Sexual
"""The sounds you make when we're in bed make me so weak.""",Bullying ,Sexual
"""You can touch it. I won't tell.""",Bullying ,Sexual
"""You're so hot I just can't think straight when you're around.""",Bullying ,Sexual
"""I've never been this turned on before.""",Bullying ,Sexual
"""I want to go down on you for hours, and I'll only come up for air when you tell me to.""",Bullying ,Sexual
"""I love it when you take control.""",Bullying ,Sexual
"""I need you to know that my room is a strict no-pants zone, so off with them!""",Bullying ,Sexual
"""This is the pants police. You must surrender immediately for a zipper inspection.""",Bullying ,Sexual
"""Say what you want me to do to you and I will.""",Bullying ,Sexual
"""Your happiness is the most important thing to me. That and your naked body.""",Bullying ,Sexual
"""I feel so refreshed when I put my lips on you...you're like an ice-cold drink on a hot summer's day.""",Bullying ,Sexual
"You're mine, every single sexy part of you.""",Bullying ,Sexual
"""What are your fantasies? I want to make every single one of them come true.",Bullying ,Sexual
"You have a unique perspective, and I love it!""",Bullying ,Sexual
"""Your feed is a treasure trove of beauty.""",Not-Bullying,
"""You're a wizard with a camera.""",Not-Bullying,
"""This deserves all the love and more!""",Not-Bullying,
"""You're a true talent in the making.""",Not-Bullying,
"""This is a masterpiece!""",Not-Bullying,
"""This is photography at its finest.""",Not-Bullying,
"""You're a force to be reckoned with!""",Not-Bullying,
"""You've got the Midas touch!""",Not-Bullying,
"""Your photos are poetry in visual form.""",Not-Bullying,
"""You're making waves in the photography world.""",Not-Bullying,
"""This is pure perfection!""",Not-Bullying,
"""Your work is a gift to the world.""",Not-Bullying,
"""This is the stuff dreams are made of.""",Not-Bullying,
"""You're a true artist.""",Not-Bullying,
"""You have a gift for capturing beauty.""",Not-Bullying,
"""I can't stop staring at this!""",Not-Bullying,
"""This is the definition of talent.""",Not-Bullying,
"""You're a true maestro.""",Not-Bullying,
"""This took my breath away!""",Not-Bullying,
"""Your photos are a work of genius.""",Not-Bullying,
"""You're a true trailblazer.""",Not-Bullying,
"""This is Instagram gold!""",Not-Bullying,
"""Your photos are a visual feast.""",Not-Bullying,
"""You're a true artist with a camera.""",Not-Bullying,
"""This is what dreams are made of.""",Not-Bullying,
"""You're a magician behind the lens.""",Not-Bullying,
"""This is awe-inspiring!""",Not-Bullying,
"""You have a gift for capturing moments that matter.""",Not-Bullying,
"""You're a rising star!""",Not-Bullying,
"""This is sheer brilliance!""",Not-Bullying,
"""You make the world a more beautiful place.""",Not-Bullying,
"""This deserves all the accolades!""",Not-Bullying,
"""You're a true genius at work.""",Not-Bullying,
"""This is Instagram royalty!""",Not-Bullying,
"""You're changing the game!""",Not-Bullying,
"""You're the best in the business!""",Not-Bullying,
I discovered several sex jobs,Not-Bullying,
It could be time for us to try anal.,Bullying ,Sexual
Does the idea of me dating another woman make you feel a little or a lot hotter?,Bullying ,Sexual
"Tonight, you have an option between anal and oral. So what will it be?",Bullying ,Sexual
I'll give you a blow job this evening if you can determine the color of my bra.,Bullying ,Sexual
You're so seductive; I can't stop thinking about you.,Bullying ,Sexual
What sexual position is your favorite?,Bullying ,Sexual
I'm going to [insert desired sexual act] when we meet.,Bullying ,Sexual
I'll push you up against the wall and give you plenty of kisses as soon as you enter through that door.,Bullying ,Sexual
"Tonight, I have a surprise for you! Winking emoji",Bullying ,Sexual
I'm getting heated and uncomfortable just thinking about last night.,Bullying ,Sexual
What do you have on?,Bullying ,Sexual
"Do you want to have sexual relations tonight? I'll be wearing (include a photo of your attractive underwear), and the moment I see you, I'll rip your clothes off.",Bullying ,Sexual
"When you speak in such manner, I adore it!",Bullying ,Sexual
nip me!,Bullying ,Sexual
Seize my ass.,Bullying ,Sexual
I'm now drenched.,Bullying ,Sexual
Bring me in.,Bullying ,Sexual
Be all over me.,Bullying ,Sexual
"Until I tell you to stop, I want you to bear down on me.",Bullying ,Sexual
Continue on!,Bullying ,Sexual
"Like that, do you say?",Bullying ,Sexual
"Moan for me, choke me",Bullying ,Sexual
"Your positivity is like a guiding star, showing us the way to a brighter and more optimistic future.""",Bullying ,Sexual
"""Your videos are a testament to the power of dedication and hard work. Keep pushing boundaries!""",Not-Bullying,
"Your channel is a source of inspiration and positivity that brightens my day.""",Not-Bullying,
"""Your authenticity and passion are a breath of fresh air in the digital landscape. Keep being yourself.""",Not-Bullying,
"""Your positivity radiates through the screen and reminds us that there's goodness in the world.""",Not-Bullying,
"""Your storytelling skills are exceptional, and I'm always eagerly anticipating your next video.""",Not-Bullying,
"""Your dedication to creating top-notch content is truly admirable and sets a high standard.""",Not-Bullying,
"Your impact on your audience is remarkable. You've cultivated a community that uplifts one another.""",Not-Bullying,
"""Your kindness and empathy shine through in your interactions with your viewers. You make a difference.""",Not-Bullying,
"""Your content goes beyond entertainment; it's a journey of personal growth and self-discovery.""",Not-Bullying,
"""Your positivity is like a beacon of light in a sometimes cloudy world. Thank you for spreading hope.""",Not-Bullying,
"Your humor is like a beacon in the sea of my Instagram feed!""",Not-Bullying,
"The suppression of public protests and civil disobedience limits citizens' freedom of expression.""",Bullying,Troll
"Religion can perpetuate the idea that non-believers are morally corrupt or misguided.""",Bullying ,Political
"""Religious institutions can resist changes that would benefit their followers, such as greater transparency or accountability.""",Bullying,Religion
"""I'm skeptical of religious claims about divine protection from harm.""",Bullying,Religion
"""Religion sometimes fosters a fear of questioning the authenticity of religious scriptures.""",Bullying,Religion
"""Religious leaders can exploit followers' vulnerabilities, such as fear of illness or poverty.""",Bullying,Religion
"""I'm concerned about the historical persecution of religious dissidents and heretics.""",Bullying,Religion
"""Religion can hinder acceptance of modern medical treatments and practices.""",Bullying,Religion
"""Religious teachings can perpetuate a sense of divine favoritism among believers.""",Bullying,Religion
"""Religion often discourages critical examination of religious history and origins.""",Bullying,Religion
"""Religious institutions can prioritize the preservation of their own power and authority.""",Bullying,Religion
"""I'm critical of the historical use of religion to justify slavery and the subjugation of indigenous peoples.""",Bullying,Religion
"""Religion can lead to a fear of exploring philosophical and ethical questions beyond religious doctrine.""",Bullying,Religion
"""Religious beliefs can be used to justify violence against perceived enemies of the faith.""",Bullying,Religion
"""I'm concerned about the historical suppression of artistic and intellectual expression by religious authorities.""",Bullying,Religion
"""Religion sometimes fosters a fear of engaging with secular humanism and ethical systems outside of faith.""",Bullying,Religion
"""Religious leaders can use guilt and fear of divine judgment to manipulate followers.""",Bullying,Religion
"""I'm skeptical of religious claims about the existence of miracles and supernatural phenomena.""",Bullying,Religion
"""Religion can discourage acceptance of mental health treatments in favor of prayer and faith healing.""",Bullying,Religion
"""Religious teachings can perpetuate a sense of moral absolutism, leading to intolerance of differing views.""",Bullying,Religion
"""Religion often discourages acceptance of scientific theories that contradict religious dogma.""",Bullying,Religion
"These additional sentences continue to explore various criticisms and concerns related to religion. Remember that perspectives on religion vary widely, and not everyone shares these views.",Bullying,Religion
